courseNumber,name,departmentCode,description,credits,professorName
BESC 484,Field Experience,BESC,Credits 1 to 4. 1 to 4 Other Hours. An on-the-job supervised experience program conducted in the area of the student's specialization. Prerequisite: Junior or senior classification or approval of department head.,1,
BESC 485,Directed Studies,BESC,Credits 1 to 4. 1 to 4 Other Hours. Special problems for advanced undergraduates to permit study of subject matter not available in existing courses. Prerequisite: BESC 201 or approval of instructor.,1,
BESC 489,Special Topics in...,BESC,Credits 1 to 4. 1 to 4 Lecture Hours. 1 to 4 Lab Hours. Selected topics in an identified area of bioenvironmental sciences. May be repeated for credit. Prerequisite: BESC 201 or approval of instructor.,1,
BESC 491,Research,BESC,Credits 1 to 4. 1 to 4 Other Hours. Research conducted under the direction of faculty member in bioenvironmental sciences. May be repeated 3 times for credit. Registration in multiple sections of this course are possible within a given semester provided that the per semester credit hour limit is not exceeded. Prerequisites: Junior or senior classification and approval of instructor.,1,
BICH 101,Introduction to Biochemical and Genetics Research Methods,BICH,"1 Lecture Hour. Foundational concepts for biochemistry and genetics research methods; topics include principles of the scientific method, experimental design, analytical tools, and logical thinking, with a special focus on the use of emerging technologies such as artificial intelligence (AI) in biochemical and genetics research. Prerequisites: Freshman classification in biochemistry or genetics. Cross Listing: GENE 101/BICH 101 .",1,
BICH 102,Introduction to Biochemical and Genetic Techniques,BICH,2 Lab Hours. Introduction to biochemistry and genetics essential techniques; concepts learned from BICH/ GENE 101/BICH 101 utilized in practical laboratory situations to understand the relevance and use of these techniques in real-world research settings. Prerequisites: Grade of C or better in BICH 101/GENE 101 or GENE 101/BICH 101 ; freshman classification in biochemistry or genetics. Cross Listing: GENE 102/BICH 102 .,1,
BICH 201,Introduction to Information Literacy and Artificial Intelligence Tools for Biochemistry and Genetics,BICH,"1 Lecture Hour. Introduction to essential skills and knowledge for effective learning, information retrieval, evaluation, and utilization of AI tools in the fields of biochemistry and genetics; developing critical thinking abilities, learning to navigate scientific literature, evaluating the credibility of information sources, and leveraging AI tools to enhance their research and problem-solving capabilities. Prerequisites: Grade of C or better in BICH 102/GENE 102 or GENE 102/BICH 102 ; sophomo",1,
BICH 202,Biochemical and Genetic Concepts in Medicine - Case Studies,BICH,"1 Lecture Hour. Exploration of the link between fundamental genetic and biochemical processes and disease states, using case studies of several human diseases; deeper comprehension and critical thinking about molecular causes of diseases and treatment strategies. Prerequisites: Grade of C or better in BICH 201/GENE 201 or GENE 201/BICH 201 ; sophomore classification in biochemistry or genetics. Cross Listing: GENE 202/BICH 202 .",1,
BICH 285,Directed Studies,BICH,Credits 1 to 4. 1 to 4 Other Hours. Introduction to laboratory research. Prerequisite: Freshman or sophomore classification in biochemistry or approval of instructor.,1,
BICH 303,Elements of Biological Chemistry,BICH,"3 Lecture Hours. Survey of the biochemical sciences designed for the non-biochemistry major; overview of the chemistry and metabolism of biologically important molecules, the biochemical basis of life processes, cellular metabolism and regulation. Students requiring biochemistry in greater depth should register for BICH 410 and BICH 411 . Prerequisites: CHEM 222 , CHEM 227 or CHEM 257 ; not open to biochemistry majors.",3,
BICH 403,Cellular Biophysics,BICH,3 Lecture Hours. Current topics in cellular biophysics and systems biology; quantitative and predictive perspectives of cellular life; basic tools of biophysics such as fluorescence imaging and data analysis. Prerequisites: BIOL 112 and MATH 152 ; BICH 440 or concurrent enrollment.,3,
BICH 404,Biochemical Calculations,BICH,2 Lecture Hours. Quantitative and computational approaches to biochemical problems. Prerequisites: Grade of C or better in BICH 440 or concurrent enrollment; junior or senior classification.,2,
BICH 406,Molecular Mechanisms of Cell Interactions,BICH,"3 Lecture Hours. Current topics in biomolecules, natural product antibiotics and application in infectious diseases, modern and historical approaches to antibiotic discovery, biomedical glycobiology, glycosylation in diseases and pathobiology. Prerequisites: BICH 441 .",3,
BICH 409,Principles of Biochemistry,BICH,"3 Lecture Hours. A rigorous, survey of topics in biochemistry; topics include structure and function of molecules within living cells, major metabolic pathways and their regulation and role in disease; provides preparation for advanced study in the health sciences. Prerequisites: CHEM 228 or CHEM 258 .",3,
BICH 410,Comprehensive Biochemistry I,BICH,"3 Lecture Hours. 1 Lab Hour. Structure, function and chemistry of proteins and carbohydrates; kinetics, mechanisms and regulation of enzymes; metabolism of carbohydrates. Not open to biochemistry or genetics majors. Prerequisites: CHEM 228 or CHEM 258 ; junior or senior classification.",3,
BICH 411,Comprehensive Biochemistry II,BICH,"3 Lecture Hours. 1 Lab Hour. A continuation of BICH 410 ; structure, function, chemistry and metabolism of lipids and nucleic acids; cellular metabolism viewed from the standpoint of energetics and control mechanisms; interrelationships of metabolic pathways. Prerequisite: BICH 410 ; not open to biochemistry or genetics majors.",3,
BICH 412,Biochemistry Laboratory I,BICH,"3 Lab Hours. Selected methods used to identify, isolate, purify and characterize biomolecules. Not open to biochemistry or genetics majors. Prerequisite: BICH 410 or registration therein.",1,
BICH 414,Biochemical Techniques I,BICH,"6 Lab Hours. Analysis of the effects of charge on protein function and stability; techniques include site-directed mutagenesis, protein purification, affinity chromatography, SDS-PAGE, enzyme kinetics, MALDI-TOF, molecular modeling, and protein folding. Prerequisites: BICH 440 , BICH 409 , or BICH 410 ; major in biochemistry, genetics, microbiology, and molecular and cell biology.",2,
BICH 416,Mechanisms of Cell Division,BICH,"1 Lecture Hour. Mitotic cell cycle; progression of biochemical and morphological phases and events; duplication of cellular constituents and segregation into daughter cells. Prerequisites: BICH 409 , BICH 410 , or BICH 440 ; junior or senior classification in biochemistry or genetics. Cross Listing: GENE 416/BICH 416 .",1,
BICH 419,Computational Techniques for Evolutionary Analysis,BICH,3 Lecture Hours. Computational techniques for studying evolution; algorithms for construction and analysis of evolutionary relationships. Prerequisite: Junior or senior classification or approval of instructor. Cross Listing: GENE 419/BICH 419 .,3,
BICH 420,Bioethics,BICH,"3 Lecture Hours. The application of ethical theory to the use of modern genetics and biochemistry stressing the social implications of genetic engineering, agricultural manipulation and biotechnology. Prerequisites: GENE 302 or GENE 303 ; BICH 409 , BICH 410 , or BICH 440 . Cross Listing: GENE 420/BICH 420 .",3,
BICH 431,Molecular Genetics,BICH,"3 Lecture Hours. Molecular basis for inheritance; gene structure and function, chromosomal organization, replication and repair of DNA, transcription and translation, the genetic code, regulation of gene expression, genetic differentiation and genetic manipulations. Prerequisite: BICH 409 , BICH 410 , or BICH 440 ; GENE 301 , GENE 302 , GENE 303 , GENE 320/BIMS 320 or BIMS 320/GENE 320 . Cross Listing: GENE 431/BICH 431 .",3,
BICH 432,Laboratory in Molecular Genetics,BICH,"6 Lab Hours. Laboratory for molecular genetics providing technical experience with tools of molecular biology. Prerequisite: GENE 301 , GENE 302 , GENE 303 , BIMS 320/GENE 320 or GENE 320/BIMS 320 ; BICH 431/GENE 431 or GENE 431/BICH 431 . Cross Listing: GENE 432/BICH 432 .",2,
BICH 440,Biochemistry I,BICH,"3 Lecture Hours. Rigorous treatment of the structure, function and chemistry of proteins and carbohydrates; kinetics, mechanisms and regulation of enzymes; metabolism of carbohydrates; designed for biochemistry and genetics majors. Prerequisites: Grade of C or better in CHEM 228 or CHEM 258 ; grade of C or better in BICH 404 or concurrent enrollment.",3,
BICH 441,Biochemistry II,BICH,"3 Lecture Hours. Continuation of BICH 440 ; structure, function, chemistry and metabolism of lipids and nucleic acids, cellular metabolism viewed from the standpoint of energetics and control mechanisms; interrelationships of metabolic pathways. Course designed for biochemistry and genetics majors and honors students only. Prerequisite: Grade of C or better in BICH 440 .",3,
BICH 450,Genomics,BICH,"3 Lecture Hours. 3 Lab Hours. The study of genomic data includes consideration of the logic behind the most important genomic approaches, as well as their capabilities and limitations in investigating biological processes; the science of accessing and manipulating genomic data; and practical applications, including development of an hypotheses-driven datamining experiment. Prerequisites: BIOL 213 , GENE 301 or GENE 302 , BICH 431/GENE 431 or GENE 431/BICH 431 , or BIOL 351 ; junior or senior cla",4,
BICH 456,Ribonucleic Acid World,BICH,"3 Lecture Hours. Emphasis on novel roles and mechanisms of newly discovered Ribonucleic Acid (RNA) species including non-coding RNA's; RNA silencing, circular RNA's, RNA guided epigenetic regulation, clustered regulary interspaced short palindromic repeats (CRISPR)-Cas immunity, genome editing, telomerase biogenesis, riboswitches, exosome, editosome and RNA remodeling. Prerequisites: GENE 301 , GENE 302 , or GENE 303 ; BICH 410 , BICH 440 , BIOL 351 , or BIOL 413 .",3,
BICH 460,Genome Annotation with Ontologies,BICH,2 Lab Hours. Use of ontologies as structured controlled vocabularies for the organization of biological data; annotation based on critical reading of the scientific literature. May be taken two times for credit. Prerequisite: Junior or senior classification or approval of instructor.,1,
BICH 464,Bacteriophage Genomics,BICH,1 Lecture Hour. 4 Lab Hours. Examination of the latest technologies in genomic analysis by sequencing and annotating the genomes of novel bacterial viruses (phage); generates real data which will be submitted to the NIH/NCBI public database; includes phage biology and potential uses. Prerequisites: GENE 302 or GENE 303 ; BIOL 351 or concurrent enrollment. Cross Listing: GENE 464/BICH 464 .,3,
BICH 485,Directed Studies,BICH,Credits 1 to 4. 1 to 4 Other Hours. Directed study in biochemistry not included in established courses. Prerequisites: Junior or senior classification; approval of instructor and department head.,1,
BICH 489,Special Topics in...,BICH,"Credits 1 to 4. 1 to 4 Lecture Hours. 0 to 4 Lab Hours. Selected topics in an identified area of biochemistry, biophysics or nutrition. May be repeated for credit. Prerequisite: Junior or senior classification in life or physical sciences.",1,
BICH 491,Research,BICH,Credits 0 to 4. 0 to 4 Other Hours. Laboratory research supervised by faculty in biochemistry or biophysics. Prerequisite: Biochemistry major.,0,
BIOL 100,Horizons in Biology,BIOL,"Credits 0-1. 0-1 Lecture Hours. Introduction to the study of biology at Texas A&amp;M University; gain knowledge of departmental and campus resources to assist and enhance the pursuit of a degree in biology, microbiology, molecular and cellular biology or zoology. Prerequisites: First-year and first-time-in-college freshman majoring in BIOL, MBIO, BMCB and ZOOL.",0,
BIOL 101,Botany,BIOL,"3 Lecture Hours. 3 Lab Hours. Structure, physiology and development of plants with an emphasis on seed plants. (Not open to students who have taken BIOL 111 and BIOL 112 or BIOL 113 .); includes laboratory that reinforces and provides supplemental information related to the lecture topics.",4,
BIOL 104,"Contemporary Issues in Science - Cosmos, Earth and Humanity",BIOL,"3 Lecture Hours. Science for citizens; interdisciplinary survey of contemporary issues in the science of our universe or cosmos, Earth and humanity, including the big bang, evolution, genetics, vaccines and drugs; future outlook on humanity, including artificial intelligence, cryptography and cybersecurity; critically analyze science presented in the news, on television and on social media; ethical implications of research. Cross Listing: ARSC 104 and PHYS 104 .",3,
BIOL 107,Zoology,BIOL,"3 Lecture Hours. 3 Lab Hours. (BIOL 1313 and 1113, 1413) Zoology. Survey of animal life with respect to cell organization, genetics, evolution, diversity of invertebrates/vertebrates, anatomy/physiology, and interaction of animals with their environment; includes laboratory that reinforces and provides supplemental information related to lecture topics. (Not open to students who have taken BIOL 111 and BIOL 112 or BIOL 113 ).",4,
BIOL 111,Introductory Biology I,BIOL,"3 Lecture Hours. 3 Lab Hours. (BIOL 1306 and 1106, 1406) Introductory Biology I. First half of an introdutory two-semester survey of contemporary biology that covers the chemical basis of life, structure and biology of the cell, molecular biology and genetics; includes laboratory that reinforces and provides supplemental information related to the lecture topics; also taught at Galveston campus.",4,
BIOL 112,Introductory Biology II,BIOL,"3 Lecture Hours. 3 Lab Hours. (BIOL 1307 and 1107, 1407) Introductory Biology II. The second half of an introductory two-semester survey of contemporary biology that covers evolution, history of life, diversity and form and function of organisms; includes laboratory that reinforces and provides supplemental information related to the lecture topics. Prerequisite: BIOL 111 ; also taught at Galveston campus.",4,
BIOL 113,Essentials in Biology,BIOL,"3 Lecture Hours. (BIOL 1308, BIOL 1408) Essentials in Biology. One-semester biology for non-majors; overview of essential biological concepts and their application to real world and contemporary issues; topics include evolution, biodiversity, cellular, molecular and forensic biology, genetics and heredity to scientific literacy, human impact on the environment, genetically modified organisms and emerging diseases.",3,
BIOL 206,Introductory Microbiology,BIOL,"3 Lecture Hours. 4 Lab Hours. (BIOL 2320 and 2120, BIOL 2321 and 2121, BIOL 2420, BIOL 2421) Introductory Microbiology. Basic microbiology of prokaryotes and eukaryotes; main topics include morphology, physiology, genetics, taxonomy, ecology, medically important species and immunology; mandatory laboratory designed to give hands-on experience and to reinforce basic principles. Prerequisites: BIOL 101 , BIOL 107 , BIOL 111 , or BIOL 113 ; CHEM 119 . May not be used for credit by biology, molecula",4,
BIOL 213,Molecular Cell Biology,BIOL,"3 Lecture Hours. Exploration of the molecular basis of cell structure, function and evolution; gene regulation, cell division cycle, cancer, immunity, differentiation, multicellularity and photosynthesis. Prerequisite: BIOL 112 and CHEM 120 .",3,
BIOL 214,"Genes, Ecology and Evolution",BIOL,3 Lecture Hours. A genetically-based introduction to the study of ecology and evolution; emphasis on the interactions of organisms with each other and with their environment. Prerequisite: BIOL 112 .,3,
BIOL 285,Directed Studies,BIOL,"Credits 1 to 4. 1 to 4 Other Hours. Problems in various phases of plant, animal and microbial science. Prerequisites: Freshman or sophomore classification; approval of ranking professor in field chosen and Undergraduate Advising Office.",1,
BIOL 289,Special Topics in...,BIOL,Credits 1 to 4. 1 to 4 Lecture Hours. Selected topics in an identified area of biology. May be repeated for credit. Prerequisite: Approval of instructor.,1,
BIOL 291,Research,BIOL,Credits 0 to 4. 0 to 4 Other Hours. Active research of basic nature under the supervision of a Department of Biology faculty member. May be repeated for credit. Prerequisites: Freshman or sophomore classification and approval of faculty member.,0,
BIOL 302,Careers in Biology,BIOL,1 Lecture Hour. Development of job search skills; utilization of career resources; self-assessment of career interests and career objectives; strategies for professional correspondence and networking; business etiquette and interviewing techniques; insight into life science career opportunities. Prerequisites: Junior or senior classification; department of biology majors only; or approval of instructor.,1,
BIOL 318,Chordate Anatomy,BIOL,"3 Lecture Hours. 3 Lab Hours. Classification, phylogeny, comparative anatomy, and biology of chordates; diversity, protochordates, vertebrate skeletons, shark and cat anatomy studied in laboratory. Prerequisite: BIOL 214 or approval of instructor.",4,
BIOL 319,Integrated Human Anatomy and Physiology I,BIOL,"3 Lecture Hours. 3 Lab Hours. Integrated approach to cellular, neural, skeletal, muscular anatomy and physiology; includes some histology, histopathology, radiology and clinical correlations. Prerequisite: BIOL 111 and BIOL 112 , or BIOL 107 .",4,
BIOL 320,Integrated Human Anatomy and Physiology II,BIOL,"3 Lecture Hours. 3 Lab Hours. Continuation of BIOL 319 . Integrated approach to endocrine, cardiovascular, respiratory, digestive, urinary, reproductive and developmental anatomy and physiology; includes some histology, histopathology, radiology and clinical correlations. Prerequisite: BIOL 319 or approval of instructor.",4,
BIOL 335,Invertebrate Zoology,BIOL,"3 Lecture Hours. 3 Lab Hours. Morphology, taxonomy, natual history and phylogeny of invertebrate animals, with emphasis on biodiversity; class includes both lecture and lab. Labs include study of preserved material and demonstration of living animals in aquaria and terraria. Prerequisite: BIOL 214 or approval of instructor.",4,
BIOL 349,Bioinformatics,BIOL,"3 Lecture Hours. Comprehensive analysis of bioinformatics tools applicable to eukaryotic organisms; theoretical background of computational algorithms, with an emphasis on application of computational tools related to modern molecular biological research. Prerequisites: BIOL 213 ; GENE 301 , GENE 302 , GENE 303 , BIMS 320/GENE 320 , or GENE 320/BIMS 320 recommended; or approval of instructor.",3,
BIOL 350,Computational Genomics,BIOL,"2 Lecture Hours. 2 Lab Hours. Hands-on approach to obtaining, organizing and analyzing genome-related data; emphasis on asking and answering biologically relevant questions by designing and performing experiments using computers; understanding biology from a computational perspective. Prerequisite: Junior or senior classification in life sciences, engineering, mathematics, chemistry.",3,
BIOL 351,Fundamentals of Microbiology,BIOL,"3 Lecture Hours. 4 Lab Hours. Introduction to modern microbiology with emphasis on prokaryotes; includes microbial cell structure, function, and physiology; genetics, evolution, and taxonomy; bacteriophage and viruses; pathogenesis and immunity; and ecology and biotechnology; includes laboratory experience with microbial growth and identification. Prerequisites: BIOL 112 ; CHEM 257 , or CHEM 227 and CHEM 237 , or CHEM 231 ; or approval of instructor; also taught at Galveston campus.",4,
BIOL 352,Diagnostic Bacteriology,BIOL,"2 Lecture Hours. 6 Lab Hours. Practical experience in handling, isolation and identification of pathogenic microorganisms using biochemical tests and rapid identification techniques. Prerequisite: BIOL 351 or approval of instructor.",4,
BIOL 357,Ecology,BIOL,"3 Lecture Hours. Analysis of ecosystems at organismal, population, interspecific and community levels. Prerequisite: BIOL 214 or approval of instructor.",3,
BIOL 388,Principles of Animal Physiology,BIOL,"3 Lecture Hours. 3 Lab Hours. Introduction to how animals function, including basics of neurophysiology, endocrinology, muscular, cardiovascular, respiratory, ormoregulatory, and metabolic physiology; broadly comparative in scope and encompassing adaptation of physiological systems to diverse environments; the laboratory stresses techniques used for monitoring and investigating physiological mechanisms and responses to environmental changes. Prerequisites: BIOL 214 , CHEM 228 , or CHEM 258 , or ",4,
BIOL 400,Tropical Ecology of Costa Rica,BIOL,"2 Lecture Hours. 12 Lab Hours. Advanced field-intensive course conducted at multiple biological field stations located throughout Costa Rica; exposure to a wide variety of tropical ecological principles using largely observational and some sampling techniques; experience with amazing diversity of wildlife and habitats from hot, humid low land rainforests to the high elevations of the Talamanca páramo; development of a variety of natural history skills needed to understand the complex interaction",6,
BIOL 401,Critical Writing in Biology,BIOL,1 Lecture Hour. Reading scientific papers and writing short synopses of papers with a focus on learning how to think and write like a scientist; fills the current Writing Intensive &quot;W&quot; course requirement for biology. Prerequisite: BIOL 213 or CHEM 228 ; junior or senior classification.,1,
BIOL 402,Communicating Biological Research to the Public,BIOL,1 Lecture Hour. Interpretation of scientific papers; analysis of how research findings are communicated to lay audiences; creation of synopses of research findings for the general public. Prerequisite: BIOL 213 or CHEM 228 ; junior or senior classification.,1,
BIOL 403,Medical Narratives,BIOL,1 Lecture Hour. Focus on reading and analyzing brief nonfiction stories about medicine; exploration of different perspectives and experiences with illness and medicine. Prerequisites: BIOL 213 or CHEM 228 ; junior or senior classification or approval of instructor.,1,
BIOL 405,Comparative Endocrinology,BIOL,"3 Lecture Hours. Basic principles of endocrinology including structure and functions of hormones in vertebrates; hormonal control of growth, metabolism, osmoregulation, and reproduction; endocrine techniques and mechanism of hormone action. Prerequisites: BIOL 214 ; CHEM 227 or CHEM 257 .",3,
BIOL 406,Bacterial Genetics,BIOL,"3 Lecture Hours. A problem oriented course surveying the manipulation and mechanisms of genetic systems in bacteria; recombination, structure and regulation of bacterial genes, plasmids and phages. Prerequisites: BIOL 351 ; GENE 302 . Cross Listing: GENE 406/BIOL 406 .",3,
BIOL 407,Biological Clocks,BIOL,"3 Lecture Hours. Examination of the basic mechanisms of biological timing; in depth study of clocks in model organisms and the relationship between clocks and human health and disease. Prerequisites: BICH 431/GENE 431 , BIOL 213 or GENE 431/BICH 431 .",3,
BIOL 411,Synthetic Biology of Microbes,BIOL,"3 Lecture Hours. Underlying technical basis for synthetic biology; tools used to generate recombinant molecules; genetic circuitry and modules applied to bacteria; design and fabrication of genes, biological components and entire organisms; survey actual and theoretical applications. Prerequisites: BIOL 351 or BICH 431/GENE 431 .",3,
BIOL 413,Cell Biology,BIOL,"3 Lecture Hours. Structure, function, and biogenesis of cells and their components; interpretation of dynamic processes of cells, including protein trafficking, motility, signaling and proliferation. Prerequisites: BIOL 213 , GENE 302 , or GENE 303 ; BICH 410 or BICH 440 .",3,
BIOL 414,Developmental Biology,BIOL,"3 Lecture Hours. Concepts of development in systems ranging from bacteriophage to the mammalian embryo; use of recombinant DNA technology and embryo engineering to unravel the relationships between growth and differentiation, morphogenesis and commitment, aging and cancer. Prerequisite: BIOL 213 or GENE 302 ; BICH 410 or BICH 440 .",3,
BIOL 423,Cell Biology Laboratory,BIOL,"1 Lecture Hour. 3 Lab Hours. Modern methods of study of cell structure and cell function. Prerequisites: BICH 410 and BIOL 413 , or concurrent enrollment or approval of instructor.",2,
BIOL 428,Cellular Neuroscience,BIOL,"3 Lecture Hours. Cell biology, molecular biology and biophysics of neurons as it pertains to their fundamental role in the physiological basis of behavior; study of how neurons create, maintain and exploit electrical signals for information coding and transmission; principles of electrical and chemical signaling between neurons, and the role of intracellular signaling for signal modulation and synaptic plasticity; exploration of a broad range of state-of-the-art molecular tools currently used to",3,
BIOL 430,Biological Imaging,BIOL,"3 Lecture Hours. 3 Lab Hours. Still and video photography and photomicrography, computerbased digital image analysis and processing of biological images; theory and principles of light and electron microscopy including transmission and scanning electron microscopy; optical contrast methods for light microscopy including phase contrast, DIC, polarizing light and confocal laser scanning microscopy. Prerequisite: Junior classification or approval of instructor.",4,
BIOL 434,Regulatory and Behavioral Neuroscience,BIOL,"3 Lecture Hours. Cell biology and biophysics of neurons; functional organization of the vertebrate nervous system; physiological basis of behavior. Prerequisites: BIOL 213 ; BIOL 319 , BIOL 320 , BIOL 388 , BIOL 413 , or PBSI 235 , or approval of instructor. Cross Listing: NRSC 434/BIOL 434 .",3,
BIOL 435,Laboratory for Regulatory and Behavioral Neuroscience,BIOL,"3 Lab Hours. Study of modern methods and tools used to investigate nervous system structure and function. Prerequisite: BIOL 213 ; BIOL 319 , BIOL 320 , BIOL 388 , BIOL 413 , BIOL 428 , BIOL 434/NRSC 434 , NRSC 235, NRSC 335, NRSC 428/BIOL 428 , NRSC 434/BIOL 434 , or PBSI 235 , or approval of instructor.",1,
BIOL 438,Bacterial Physiology,BIOL,"3 Lecture Hours. Structure and function of prokaryotic cells, with emphasis on evolutionary adaptations to different environmental, developmental, and pathogenic selections pressures; formation of teamsa and preparation of presentations on specific topics in microbiology. Prerequisites: BIOL 351 ; BIOL 406/GENE 406 or concurrent enrollment; BICH 410 , BICH 431/GENE 431 and GENE 302 strongly recommended.",3,
BIOL 440,Marine Biology,BIOL,"3 Lecture Hours. 3 Lab Hours. Introduction to biology of common organisms inhabiting bays, beaches and near-shore oceanic waters with special reference to Gulf of Mexico biota; emphasis on classification, distribution, history, ecology, physiology, mutualism, predation, major community types and economic aspects of marine organisms. Prerequisite: BIOL 214 or approval of instructor.",4,
BIOL 443,Early Stages of Animal Evolution,BIOL,"2 Lecture Hours. 2 Lab Hours. Analysis of the earliest stages of animal evolution by integrating various scientific fields such as genomics, paleontology, metabolism, morphology, environment, development and behavior; includes hands-on exploration of fossils and modern animals to understand how evolution shaped our world. Prerequisites: BIOL 214 ; junior or senior classification.",3,
BIOL 444,Neural Development,BIOL,"3 Lecture Hours. Cellular and molecular mechanisms of nervous system development including neural induction and the basis of complex behaviors; use of a wide range of model organisms with a specific emphasis on vertebrate nervous system development. Prerequisites: BIOL 213 , BIOL 319 , BIOL 320 , BIOL 413 , BIOL 388 , or PBSI 235 . Cross Listing: NRSC 444/BIOL 444 .",3,
BIOL 445,Biology of Viruses,BIOL,"3 Lecture Hours. Structure, composition and life cycles of viruses; methods used to study viruses; their interaction with host cells; mechanisms of pathogenicity and cellular transformation; responses of the host to viral infection, and vaccine applications; in-depth study of the life cycles of the major classes of viruses and discussion of emerging viruses. Prerequisite: BIOL 213 or BIOL 351 or approval of instructor.",3,
BIOL 450,Genomics,BIOL,"3 Lecture Hours. 3 Lab Hours. The study of genomic data includes consideration of the logic behind the most important genomic approaches, as well as their capabilities and limitations in investigating biological processes; the science of accessing and manipulating genomic data; and practical applications, including development of an hypotheses-driven datamining experiment. Prerequisites: BIOL 213 , GENE 301 or GENE 302 , BICH 431/GENE 431 or GENE 431/BICH 431 , or BIOL 351 ; junior or senior cla",4,
BIOL 454,Immunology,BIOL,3 Lecture Hours. Introduction to basic immunological concepts and principles of serology. Prerequisite: BIOL 351 or equivalent or approval of instructor.,3,
BIOL 455,Laboratory in Immunology,BIOL,"6 Lab Hours. Practical application of serological principles which include precipitation, agglutination and blood banking principles; techniques in tissue culture and hybridoma technology also included. Prerequisite: BIOL 454 or registration therein.",2,
BIOL 456,Medical Microbiology,BIOL,"3 Lecture Hours. Microbiology, epidemiology and pathology of human pathogens with an emphasis on bacterial agents. Prerequisite: BIOL 351 or approval of instructor.",3,
BIOL 461,Antimicrobial Agents,BIOL,"1 Lecture Hour. Understanding of antimicrobial agents, limitations of use, biosynthesis and regulation, and challenges in development as new therapeutics. Prerequisites: BICH 410 or BICH 440 and BIOL 351 or VTPB 405 .",1,
BIOL 466,Principles of Evolution,BIOL,"3 Lecture Hours. Evolutionary patterns, mechanisms and processes at the organismal, chromosomal and molecular levels; modes of adaptation and the behavior of genes in populations. Prerequisite: GENE 302 or approval of instructor.",3,
BIOL 467,Integrative Animal Behavior,BIOL,"3 Lecture Hours. Examines how behavior contributes to survival and reproduction, and how evolutionary history and ecological circumstance interact to shape the expression of behavior; focus on integrative nature of behavior; how the interaction of evolutionary processes, mechanistic constraints, and ecological demands determine behavioral strategies. Prerequisite: BIOL 214 , BIOL 357 , BIOL 388 , BIOL 405 , BIOL 434/NRSC 434 , or BIOL 466 , or approval of instructor.",3,
BIOL 480,Departmental Colloquium,BIOL,"1 Lecture Hour. Attend presentations given by renowned scientists from various fields of biology; learn about new developments in science; stay abreast of current and trending research topics. Prerequisites: Senior classification; majors in BIOL, MICRO, BMCB and ZOOL.",1,
BIOL 481,Seminar in Biology,BIOL,"1 Lecture Hour. Recent advances. Prerequisite: Senior undergraduate majors in biology, microbiology, botany or zoology.",1,
BIOL 484,Internship,BIOL,Credits 0 to 4. 0-1 Other Hours. Directed internship in a private firm or public agency to provide research experience appropriate to the student's degree program and career objectives. May be taken two times. Prerequisite: Approval of internship agency and advising office.,0,
BIOL 485,Directed Studies,BIOL,"Credits 1 to 12. 1 to 12 Other Hours. Problems in various phases of plant, animal and bacteriological science. Prerequisites: Junior classification; approval of ranking professor in field chosen and Undergraduate Advising Office.",1,
BIOL 489,Special Topics in...,BIOL,Credits 1 to 4. 1 to 4 Lecture Hours. 0 to 10 Lab Hours. Selected topics in an identified area of biology. May be repeated once for credit.,1,
BIOL 491,Research,BIOL,Credits 0 to 4. 0 to 4 Other Hours. Active research of basic nature under the supervision of a Department of Biology faculty member. May be taken two times. Registration in multiple sections of this course is possible within a given semester provided that the per semester credit hour limit is not exceeded. Prerequisite: Approval of departmental faculty member.,0,
BIOL 492,Biomedical Therapeutics Development,BIOL,"1 Lecture Hour. Basic aspects of the biotechnology business; includes key aspects of biotechnology patents, the main steps in preclinical drug development and company structure and funding. Prerequisites: BIOL 213 or equivalent; CHEM 227 and CHEM 228 .",1,
BIOL 495,Biology Capstone: Research Communication in the Life Sciences,BIOL,"2 Lecture Hours. Culmination of capstone research experience; formalization of research results in written and oral forms; introduction to primary genres or scientific writing; apply principles of rhetoric and composition to diverse methods of professional communication. Prerequisite: BIOL 452, BICH 464/GENE 464 , BIOL 400 , BIOL 493 or BIOL 491 or approval of instructor.",2,
BIOL 496,Ethics in Biological Research,BIOL,"1 Lecture Hour. Fraud in science, how to recognize it, and how to avoid committing fraud; includes the basis of ethics and plagiarism, negotiation techniques and conflict management, the regulations and ethics covering animal and human experiments, record-keeping, data management and peer review. Prerequisite: BIOL 491 , NRSC 491 , BICH 491 , GENE 491 , BIMS 491 , CHEM 491 , BIOL 351 , or BICH 410 , or approval of instructor.",1,
BMEN 153,Pathways in Biomedical Engineering,BMEN,"1 Lecture Hour. Overview of biomedical engineering and the biomedical engineering industry, including specialties, degree requirements and scholastic programs in the Department of Biomedical Engineering. Prerequisite: Biomedical Engineering major.",1,
BMEN 201,Professional Development Essentials,BMEN,"3 Lecture Hours. Examination of professional development essentials required to be a professional biomedical engineer; topics include academic, engineering, and medical ethics; critical thinking and problem-solving skills; and written, verbal, and mathematical communication skills. Prerequisites: Grade of C or better in MATH 152 ; Biomedical Engineering major.",3,
BMEN 207,Computing for Biomedical Engineering,BMEN,"2 Lecture Hours. 3 Lab Hours. Introduction to the principles of computer programming for biomedical applications including program design and development, programming techniques and documentation; introduction to and programming in the Python and LabVIEW environments, and computer-aided design application in SolidWorks environments. Prerequisite: Grade of C or better in MATH 152 and ENGR 102 ; Biomedical Engineering major.",3,
